"NAME","GEOG","NID","ASSESSMENT_CHANGE","SALES_QUARTILE","OVER_UNDER","D_OVER_UNDER","COUNT","D_COUNT","MED_SALES_PRICE","MED_SALES_RATIO","COD","D_COD","PRD","N_LOW_COUNT","VCS_LOW_COUNT"
"The Hills at Southpoint","neighborhood",1002,57.9947767679659,"Q2","Overassessed","Overassessed",5,5,725000,0.737778378378378,7.38455822044814,33.1274413264744,0.998038067135846,NA,NA
"The Hills at Southpoint","neighborhood",1003,59.0414066737051,"Q3","Accurate","Accurate",2,2,816500,0.608154376978115,1.58415888202821,4.61998735874457,0.999970898111819,NA,NA
"The Hills at Southpoint","neighborhood",1004,60.857673567133,"Q3","Overassessed","Overassessed",6,6,799000,0.702036833930705,9.17725533273032,25.6243597276393,1.00013540266666,NA,NA
"The Hills at Southpoint","neighborhood",1005,65.9965593576143,"Q4","Accurate","Accurate",5,5,925000,0.561103783783784,3.28562138602918,4.51973067985321,1.00163965630559,NA,NA
"The Hills at Southpoint","neighborhood",1006,52.0602314108286,"Q4","Overassessed","Overassessed",3,3,1e+06,0.759374,7.34072480168607,28.829314878081,1.00654304886252,NA,NA
"Treyburn","neighborhood",1007,75.3158311964497,"Q1","Accurate","Accurate",9,9,470000,0.59605,2.43149617360276,3.97034507791788,0.98898607433501,NA,NA
"Treyburn","neighborhood",1008,65.8681173986941,"Q1","Overassessed","Overassessed",23,23,420000,0.728517808219178,8.85117834332844,28.3339139573953,0.998065075626099,NA,NA
"Treyburn","neighborhood",1009,70.6251342457639,"Q1","Underassessed","Underassessed",4,4,424250,0.42009102241504,29.2523008722291,36.3159796550333,0.556232433588442,NA,NA
"Treyburn","neighborhood",1010,71.27036068425,"Q2","Accurate","Accurate",15,15,522000,0.588105882352941,3.27417103059985,3.57506059611482,0.989953809980883,NA,NA
"Treyburn","neighborhood",1011,54.2944157509189,"Q2","Overassessed","Overassessed",17,17,523000,0.701915094339623,9.86901475845585,25.4648876023209,0.990201686153948,NA,NA
"Treyburn","neighborhood",1012,76.550053315869,"Q2","Underassessed","Underassessed",4,4,528750,0.508837322409649,0.97446292219362,12.4983420765604,0.923780163321478,NA,NA
"Treyburn","neighborhood",1013,69.5402007254561,"Q3","Accurate","Accurate",17,17,640000,0.571059154929577,4.70973336180562,4.79326451195225,0.974741868215924,NA,NA
"Treyburn","neighborhood",1014,51.7992724481424,"Q3","Overassessed","Overassessed",16,16,647500,0.721732781954887,8.40766412796931,24.9337709124059,0.995668367749269,NA,NA
"Treyburn","neighborhood",1015,75.5293379268006,"Q3","Underassessed","Underassessed",2,2,627500,0.507790704761905,2.41573843771855,12.6454414797541,1.00009625382318,NA,NA
"Treyburn","neighborhood",1016,68.9735267748832,"Q4","Accurate","Accurate",9,9,757500,0.598635983263598,3.66036854449369,4.58415469361336,0.997195826106655,NA,NA
"Treyburn","neighborhood",1017,45.4746810343935,"Q4","Overassessed","Overassessed",23,23,885000,0.745528695652174,12.7313558871686,35.4927895759928,0.986987568892177,NA,NA
"Treyburn","neighborhood",1018,108.438899751788,"Q4","Underassessed","Underassessed",3,3,945000,0.50471320754717,5.62129925526174,15.1403546602692,0.989939568596553,NA,NA
"Trinity Heights","neighborhood",1019,44.6363048049153,"Q1","Overassessed","Overassessed",5,5,565000,0.732201470588235,6.2272737496427,20.5785162483256,0.965161667998948,NA,NA
"Trinity Heights","neighborhood",1020,68.8679564178997,"Q2","Overassessed","Overassessed",3,3,702000,0.750094017094017,7.87797091319713,35.0053997659579,0.994347845352957,NA,NA
"Trinity Heights","neighborhood",1021,75.7120669356654,"Q3","Accurate","Accurate",2,2,855000,0.559830919363123,3.71204967968537,3.69303268385106,1.00130417222167,NA,NA
"Trinity Heights","neighborhood",1022,98.0506648727019,"Q3","Underassessed","Underassessed",3,3,1e+06,0.481850282485876,6.30377588408953,17.206354180552,0.929472597610393,NA,NA
"Trinity Heights","neighborhood",1023,51.6101122277548,"Q4","Overassessed","Overassessed",2,2,1178000,0.770845799637939,17.8419703401489,32.6075760802501,0.999392864660549,NA,NA
"Trinity Heights","neighborhood",1024,80.5092001107304,"Q4","Underassessed","Underassessed",2,2,1264000,0.373903487392316,22.0396133646086,35.6778811348055,0.692304830776165,NA,NA
"Trinity Park","neighborhood",1025,101.672731749313,"Q1","Accurate","Accurate",4,4,374250,0.578547783933518,6.69288301686948,6.6612126020222,1.00584709359703,NA,NA
"Trinity Park","neighborhood",1026,50.9472769369076,"Q1","Overassessed","Overassessed",20,20,413750,0.746179014064894,14.5701424841149,36.3473689822865,0.996437407880387,NA,NA
"Trinity Park","neighborhood",1027,96.013102671208,"Q1","Underassessed","Underassessed",12,12,434750,0.468424034310544,6.38582694129524,21.0543622249242,0.784689981086236,NA,NA
"Trinity Park","neighborhood",1028,96.2592508969977,"Q2","Accurate","Accurate",12,12,570000,0.593463038142133,4.01341393487214,4.35404630479694,0.923078970840693,NA,NA
"Trinity Park","neighborhood",1029,52.8485928318962,"Q2","Overassessed","Overassessed",15,15,549000,0.721856862745098,12.5333909993021,29.1962304035044,0.954449204086508,NA,NA
"Trinity Park","neighborhood",1030,107.357920520097,"Q2","Underassessed","Underassessed",8,8,558000,0.437540776699029,8.97667074582166,23.1550914960425,0.842558885591367,NA,NA
"Trinity Park","neighborhood",1031,52.5911908620448,"Q3","Accurate","Accurate",7,7,750000,0.598816296296296,3.37398787676983,3.9061753240516,0.827153607789628,NA,NA
"Trinity Park","neighborhood",1032,43.6231869001157,"Q3","Overassessed","Overassessed",15,15,725000,0.703667556742323,9.58229191189514,25.1600099491724,0.938769631874007,NA,NA
"Trinity Park","neighborhood",1033,74.7748406580111,"Q3","Underassessed","Underassessed",13,13,773500,0.456358041958042,12.5664613994983,23.4584966942295,0.726282674130695,NA,NA
"Trinity Park","neighborhood",1034,61.7834833262876,"Q4","Accurate","Accurate",14,14,1134000,0.589061953306928,4.91891246011939,5.08381454944473,0.965868758650015,NA,NA
"Trinity Park","neighborhood",1035,49.4205269546453,"Q4","Overassessed","Overassessed",10,10,984500,0.657280930833872,5.69187207473536,16.9709504260901,0.99757669667983,NA,NA
"Trinity Park","neighborhood",1036,74.0924403456396,"Q4","Underassessed","Underassessed",11,11,1025000,0.509470545454546,4.61812713315735,15.0174094149903,0.937486838711123,NA,NA
"Trotter Ridge","neighborhood",1037,78.6013341188442,"Q1","Overassessed","Overassessed",3,3,280000,0.923692857142857,5.4864352964717,51.4712090880164,1.01118043372676,NA,NA
"Trotter Ridge","neighborhood",1038,103.338264028191,"Q2","Accurate","Accurate",3,3,459000,0.56887,2.21689887974599,2.94389823335557,1.0012305581547,NA,NA
"Trotter Ridge","neighborhood",1039,62.2609748324697,"Q2","Overassessed","Overassessed",2,2,397750,0.74788517163021,9.699134308134,28.657689829569,0.999695280364819,NA,NA
"Trotter Ridge","neighborhood",1040,110.459893747898,"Q3","Underassessed","Underassessed",2,2,506000,0.502840468514937,5.33736840874794,13.4970240271888,0.958693583528854,NA,NA
"Trotter Ridge","neighborhood",1041,121.365767905639,"Q4","Underassessed","Underassessed",2,2,554000,0.490685564870651,2.60861449807577,15.5880159097609,1.00146182785462,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1042,99.6224968761782,"Q1","Overassessed","Overassessed",20,20,265000,0.777305271609373,14.5330963808288,41.224530997771,0.933252138718987,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1043,93.7381120689862,"Q2","Accurate","Accurate",7,7,370000,0.581919512195122,3.10558648870844,3.12416709657303,0.959426150955772,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1044,82.1822023356724,"Q2","Overassessed","Overassessed",9,9,360000,0.718632352941176,5.86391767160735,23.40821767036,0.978394939390659,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1045,98.3076858755538,"Q2","Underassessed","Underassessed",4,4,373000,0.503426413586414,0.796078150008278,13.5028737776404,0.91877645562758,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1046,79.1345357458479,"Q3","Accurate","Accurate",5,5,450000,0.582416761041903,4.52521926910879,4.57240078143869,0.959790081931526,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1047,50.9546659095072,"Q3","Overassessed","Overassessed",6,6,467500,0.778917990196078,17.716320647625,42.1514841992177,0.937861125287189,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1048,93.7946291739274,"Q3","Underassessed","Underassessed",8,8,455000,0.46210587250996,7.96775887268497,19.2299532939796,0.777198601725009,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1049,70.8680811305332,"Q4","Accurate","Accurate",2,2,627500,0.602728399479506,1.06341953697757,3.68656367751733,0.998350400497812,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1050,53.737863892717,"Q4","Overassessed","Overassessed",9,9,593000,0.665636486486486,6.44948939951193,19.1065711249153,0.97648002856174,NA,NA
"Tuscaloosa-Lakewood","neighborhood",1051,76.716058295819,"Q4","Underassessed","Underassessed",8,8,625500,0.458424459222736,16.3765078145324,31.2541618267113,0.662218775065546,NA,NA
"Unity Village","neighborhood",1052,90.9968302614178,"Q1","Accurate","Accurate",3,3,2e+05,0.60146,2.96176130146802,4.22060679111208,1.00157440474435,NA,NA
"Unity Village","neighborhood",1053,86.7935892888626,"Q1","Overassessed","Overassessed",4,4,155500,0.811801802364302,32.0285253011337,69.5795473029842,1.1067183977802,NA,NA
"Unity Village","neighborhood",1054,91.0874798977367,"Q2","Accurate","Accurate",3,3,210000,0.580395238095238,4.25770950463238,4.30288730365652,0.998783272859124,NA,NA
"Unity Village","neighborhood",1055,93.3371775721946,"Q2","Underassessed","Underassessed",3,3,217000,0.511762790697674,1.61758393758935,13.2395684252889,0.948432919830121,NA,NA
"Unity Village","neighborhood",1056,86.4971223856183,"Q3","Accurate","Accurate",3,3,235000,0.573212121212121,1.9172930267296,2.35431601996595,1.00052028835206,NA,NA
"Unity Village","neighborhood",1057,91.9335083662594,"Q3","Underassessed","Underassessed",3,3,229500,0.489424836601307,5.06036389848661,18.2445895092159,0.862346829183619,NA,NA
"Unity Village","neighborhood",1058,99.3609653195314,"Q4","Underassessed","Underassessed",6,6,273000,0.433451847697222,10.3433092452695,26.2573376671296,0.926735803386758,NA,NA
"Valley Run","neighborhood",1059,80.3507182635377,"Q1","Overassessed","Overassessed",5,5,315000,0.698623333333333,7.4656035715606,26.2272467737908,0.993443754327143,NA,NA
"Valley Run","neighborhood",1060,81.1753072323724,"Q2","Accurate","Accurate",4,4,374000,0.580579944677402,2.14514053593558,2.14248902428298,1.00689364580591,NA,NA
"Valley Run","neighborhood",1061,86.9343035845544,"Q3","Accurate","Accurate",5,5,385000,0.5497025,2.36756162734306,4.26962427770301,0.987300495419551,NA,NA
"Valley Run","neighborhood",1062,87.6742181229853,"Q4","Accurate","Accurate",2,2,435000,0.544001149425287,1.66898734578401,6.4162069196714,1,NA,NA
"Valley Run","neighborhood",1063,104.946596550969,"Q4","Underassessed","Underassessed",3,3,470000,0.442982978723404,6.83963498794768,19.6317775322138,1.00417827582736,NA,NA
"Valleybrook","neighborhood",1064,55.6572305034638,"Q1","Overassessed","Overassessed",5,5,345000,0.716634375,14.7575074525795,34.9051158018243,1.00083679773563,NA,NA
"Valleybrook","neighborhood",1065,50.2769849702438,"Q2","Overassessed","Overassessed",4,4,435000,0.660644936877076,7.99330975767335,18.4083017596579,1.00054620596285,NA,NA
"Valleybrook","neighborhood",1066,60.8765739861446,"Q3","Accurate","Accurate",2,2,478500,0.58055017910187,0.191841887918551,0.191594937470837,0.995549879765064,NA,NA
"Valleybrook","neighborhood",1067,46.4623828292539,"Q3","Overassessed","Overassessed",2,2,463500,0.708912650125687,4.61417583772045,21.9532988698236,0.939656640414021,NA,NA
"Valleybrook","neighborhood",1068,66.8640754262429,"Q4","Accurate","Accurate",3,3,555000,0.60063305785124,4.32315124923871,5.57564540866839,0.955431829227368,NA,NA
"Vantage Pointe","neighborhood",1069,77.8929848276117,"Q1","Overassessed","Overassessed",6,6,250000,0.748834,10.1219144730137,33.2611750658633,1.00735989584489,NA,NA
"Vantage Pointe","neighborhood",1070,76.4416825816396,"Q2","Accurate","Accurate",3,3,350000,0.578272972972973,2.70511179564699,3.11859584495911,1.00016275346271,NA,NA
"Vantage Pointe","neighborhood",1071,97.1855273735196,"Q2","Underassessed","Underassessed",2,2,366250,0.491350526511975,6.69669945042205,15.4736234443888,1.00022860854516,NA,NA
"Vantage Pointe","neighborhood",1072,93.4790496529186,"Q3","Underassessed","Underassessed",5,5,395000,0.523029255319149,1.66425378109552,11.0475303588449,1.0001337177532,NA,NA
"Vantage Pointe","neighborhood",1073,85.943445113281,"Q4","Accurate","Accurate",2,2,422750,0.555173476953207,3.75559231917614,4.49424629752371,0.999800156262045,NA,NA
"Vantage Pointe","neighborhood",1074,113.313673778713,"Q4","Underassessed","Underassessed",2,2,412250,0.436384563551031,4.27598714179376,24.9293448332725,0.93813965396644,NA,NA
"Walltown","neighborhood",1075,109.71981097964,"Q1","Accurate","Accurate",4,4,267500,0.610305122807018,1.90781348802442,4.46418740092752,1.00229378647962,NA,NA
"Walltown","neighborhood",1076,82.6514189441853,"Q1","Overassessed","Overassessed",4,4,261000,0.731134785714286,7.76731990334882,29.1743350363615,1.02358340947138,NA,NA
"Walltown","neighborhood",1077,149.361139728635,"Q1","Underassessed","Underassessed",9,9,270000,0.455785,11.9880472999186,24.8234120185634,0.91752255048191,NA,NA
"Walltown","neighborhood",1078,76.9391258733442,"Q2","Accurate","Accurate",3,3,337000,0.574198198198198,1.53138621382585,2.49345752803965,0.930382295004255,NA,NA
"Walltown","neighborhood",1079,124.944851905136,"Q2","Underassessed","Underassessed",13,13,350000,0.467707692307692,12.7683239474271,25.6304772073523,0.88540908989371,NA,NA
"Walltown","neighborhood",1080,77.5530832117849,"Q3","Accurate","Accurate",2,2,437000,0.573476946037232,2.92728260147502,2.88789528539075,0.999866046202249,NA,NA
"Walltown","neighborhood",1081,49.0525176974994,"Q3","Overassessed","Overassessed",4,4,432500,0.65153942513369,3.63122128857057,14.4479403017569,0.946466017515337,NA,NA
"Walltown","neighborhood",1082,98.325266265892,"Q3","Underassessed","Underassessed",11,11,495000,0.423568500539374,9.34115563037353,25.1374294574142,0.86059777727674,NA,NA
"Walltown","neighborhood",1083,76.8250641364853,"Q4","Accurate","Accurate",3,3,770000,0.583961038961039,0.716482984708275,0.872444643253503,0.99668083593851,NA,NA
"Walltown","neighborhood",1084,50.6203063538556,"Q4","Overassessed","Overassessed",7,7,795000,0.671164556962025,7.69444179977766,20.3251921529183,1.00862540841381,NA,NA
"Walltown","neighborhood",1085,88.8509824499388,"Q4","Underassessed","Underassessed",7,7,682000,0.440192920353982,15.3342111935359,26.5005131004792,0.744300789640942,NA,NA
"Waterford","neighborhood",1086,101.404525521647,"Q1","Accurate","Accurate",3,3,392000,0.549879487179487,4.89574976678189,6.43279100811597,0.998205743443174,NA,NA
"Waterford","neighborhood",1087,101.010308208792,"Q2","Overassessed","Overassessed",3,3,512000,0.675716796875,2.66819366701471,17.6670354759533,1.00309097593812,NA,NA
"Waterford","neighborhood",1088,98.0206318605715,"Q3","Accurate","Accurate",3,3,575000,0.5772336,2.48284805427195,2.69857708049685,1.00000076364484,NA,NA
"Waterford","neighborhood",1089,116.25976749286,"Q4","Underassessed","Underassessed",2,2,668250,0.469530501605879,2.49856268290844,19.2272932628754,1.00087006548235,NA,NA
"Watts Hospital-Hillandale","neighborhood",1090,114.895263987576,"Q1","Accurate","Accurate",7,7,325000,0.60882,4.09660425696295,4.9669139519957,1.00300954954115,NA,NA
"Watts Hospital-Hillandale","neighborhood",1091,64.516462113963,"Q1","Overassessed","Overassessed",16,16,295000,0.775301470588235,12.5897139344902,39.0295814947305,0.921651527162749,NA,NA
"Watts Hospital-Hillandale","neighborhood",1092,122.201718808262,"Q1","Underassessed","Underassessed",17,17,285000,0.442826704545455,11.4612919043629,22.799027973482,0.855944796217199,NA,NA
"Watts Hospital-Hillandale","neighborhood",1093,83.5886288363632,"Q2","Accurate","Accurate",10,10,424500,0.611028379107538,3.89675417721873,5.33666463859627,0.996860669445408,NA,NA
"Watts Hospital-Hillandale","neighborhood",1094,56.7257417948156,"Q2","Overassessed","Overassessed",23,23,431000,0.708833333333333,8.00409104552825,26.7136428339824,0.978623743712824,NA,NA
"Watts Hospital-Hillandale","neighborhood",1095,107.017765338785,"Q2","Underassessed","Underassessed",7,7,440000,0.369615584415584,19.6260428939597,35.0373456745578,0.69381187268672,NA,NA
"Watts Hospital-Hillandale","neighborhood",1096,59.2209655839333,"Q3","Accurate","Accurate",16,16,546000,0.57092898103072,3.56218201921588,3.71577341135691,0.905020001213025,NA,NA
"Watts Hospital-Hillandale","neighborhood",1097,54.6892690552381,"Q3","Overassessed","Overassessed",9,9,549000,0.683026919242273,6.43648255605918,19.5475776410914,0.969500815316074,NA,NA
"Watts Hospital-Hillandale","neighborhood",1098,77.0132678013917,"Q3","Underassessed","Underassessed",15,15,525000,0.498528,7.097534078715,17.5467982131572,0.831125573532836,NA,NA
"Watts Hospital-Hillandale","neighborhood",1099,60.6446827389247,"Q4","Accurate","Accurate",13,13,729000,0.570649230769231,4.55967863536871,4.88345072221781,0.985907030420313,NA,NA
"Watts Hospital-Hillandale","neighborhood",1100,77.0871526900834,"Q4","Underassessed","Underassessed",25,25,836000,0.468727659574468,14.7140733035389,26.893491517233,0.805094288634643,NA,NA
"Wellington Forest","neighborhood",1101,72.1625385997949,"Q1","Overassessed","Overassessed",5,5,410000,0.819182926829268,6.34477610119887,40.1982944295391,0.989312858945366,NA,NA
"Wellington Forest","neighborhood",1102,84.2775156923421,"Q2","Accurate","Accurate",3,3,550000,0.56431376146789,3.22076210129596,4.10060786826439,0.990984287755838,NA,NA
"Wellington Forest","neighborhood",1103,85.6839987600989,"Q2","Overassessed","Overassessed",2,2,542500,0.650481299915038,1.6274061704183,11.9014315285607,0.999775063579608,NA,NA
"Wellington Forest","neighborhood",1104,77.0820993673393,"Q3","Accurate","Accurate",4,4,597500,0.561926446280992,3.98231474473782,4.45149935584465,1.0001117236064,NA,NA
"Wellington Forest","neighborhood",1105,78.0296363904546,"Q4","Accurate","Accurate",3,3,661000,0.559680786686838,3.71299358048883,4.81453249059868,1.00195970097848,NA,NA
"Wellons Village","neighborhood",1106,139.414114459455,"Q1","Underassessed","Underassessed",2,2,232500,0.340327255813954,2.02180227075554,41.4539555268656,0.793562200147871,NA,NA
"Wellons Village","neighborhood",1107,153.922425983129,"Q2","Underassessed","Underassessed",3,3,270000,0.422374074074074,8.66400786745224,22.1063883976797,0.990637714435772,NA,NA
"Wellons Village","neighborhood",1108,59.3952442466641,"Q4","Accurate","Accurate",2,2,422750,0.596093653878655,3.15527733849087,3.23558536990398,1.00260037867155,NA,NA
"West End","neighborhood",1109,80.8535816203513,"Q1","Overassessed","Overassessed",3,3,292000,0.859568493150685,52.4685446240543,101.222203088796,1.13426188381268,NA,NA
"West End","neighborhood",1110,110.311380391916,"Q1","Underassessed","Underassessed",3,3,325500,0.44226,5.21141216367933,25.9888687725009,0.786799136357379,NA,NA
"West End","neighborhood",1111,57.7203706449812,"Q2","Overassessed","Overassessed",2,2,430000,0.639801162790698,0.348036908269103,10.0641417659017,1,NA,NA
"West End","neighborhood",1112,100.917148100293,"Q2","Underassessed","Underassessed",4,4,420500,0.40486041064199,9.07007247956981,30.9901836387987,0.719546170922523,NA,NA
"West End","neighborhood",1113,48.1038443707317,"Q3","Overassessed","Overassessed",3,3,485000,0.760529896907217,6.28213462166515,26.2720187175824,0.995825854761571,NA,NA
"West End","neighborhood",1114,106.696920164296,"Q3","Underassessed","Underassessed",2,2,515000,0.401414905660377,27.7655124632256,30.9451284976749,0.780027266661363,NA,NA
"West End","neighborhood",1115,69.981772652218,"Q4","Underassessed","Underassessed",4,4,610000,0.330212123546715,36.33026861231,44.3719689429499,0.577738172329438,NA,NA
"West Hills","neighborhood",1116,72.3410053421786,"Q1","Overassessed","Overassessed",5,5,296000,0.7268,6.43989091086654,27.900518558934,1.00701219868569,NA,NA
"West Hills","neighborhood",1117,67.9607162393484,"Q2","Overassessed","Overassessed",6,6,337500,0.687383376332989,6.11557279709988,19.9660793056952,0.992459887400093,NA,NA
"West Hills","neighborhood",1118,75.926618202095,"Q3","Accurate","Accurate",3,3,385000,0.584969620253165,3.54563937284455,3.77854651263167,0.995909036172489,NA,NA
"West Hills","neighborhood",1119,52.7224907990067,"Q3","Overassessed","Overassessed",2,2,425000,0.80182705882353,9.46236022730441,37.9372408283032,1,NA,NA
"West Hills","neighborhood",1120,83.4662230658501,"Q4","Accurate","Accurate",2,2,463000,0.552378079135846,1.58430121675913,4.97513486033922,0.975274279329215,NA,NA
"West Hills","neighborhood",1121,98.6550203391293,"Q4","Underassessed","Underassessed",3,3,435000,0.502309885931559,0.830536655442466,14.2215611113194,0.999434805597718,NA,NA
"West Murray / Broad","neighborhood",1122,60.0316143453734,"Q1","Overassessed","Overassessed",3,3,225000,0.693493333333333,34.0283652490451,57.7575519114884,1.06778913267636,NA,NA
"West Murray / Broad","neighborhood",1123,69.5316528293086,"Q2","Overassessed","Overassessed",2,2,239250,0.661802089722247,2.45356331428598,13.8489319188502,1.00136066661637,NA,NA
"West Murray / Broad","neighborhood",1124,56.658990018852,"Q4","Underassessed","Underassessed",2,2,413500,0.459814141059409,5.24508089092403,20.8987858246748,0.924205726685327,NA,NA
"Westwood Estates","neighborhood",1125,78.114937149511,"Q1","Accurate","Accurate",3,3,4e+05,0.60532,2.2236575940836,3.69301229163255,0.999994178091077,NA,NA
"Westwood Estates","neighborhood",1126,70.2381475629259,"Q1","Overassessed","Overassessed",5,5,364000,0.672194444444444,5.8403599738613,20.4871003316055,0.980727271333957,NA,NA
"Westwood Estates","neighborhood",1127,80.6225900772567,"Q2","Accurate","Accurate",5,5,429500,0.568607683352736,2.96357215144985,3.33550763934167,1.00011950884493,NA,NA
"Westwood Estates","neighborhood",1128,84.1813316302121,"Q2","Overassessed","Overassessed",2,2,445000,0.674974924165824,2.90718211154757,16.115037080855,0.998902010860848,NA,NA
"Westwood Estates","neighborhood",1129,84.8207144630102,"Q3","Accurate","Accurate",3,3,495000,0.584234343434343,2.7474096740564,2.92963757795453,0.998533505845801,NA,NA
"Westwood Estates","neighborhood",1130,89.5896874042576,"Q3","Underassessed","Underassessed",5,5,480000,0.49228085106383,1.61888449632148,15.323754593497,0.969608762477317,NA,NA
"Westwood Estates","neighborhood",1131,82.9456536359702,"Q4","Accurate","Accurate",3,3,575000,0.544427495291902,1.03466550586881,6.14367780065937,0.987580225895025,NA,NA
"Westwood Estates","neighborhood",1132,96.0558423429862,"Q4","Underassessed","Underassessed",4,4,591250,0.498611944985922,5.88957607582691,15.020258549097,1.0035654992663,NA,NA
"Whitney Park","neighborhood",1133,84.2451113389999,"Q1","Overassessed","Overassessed",2,2,268750,0.811806704980843,6.08984123440668,39.6540260630175,1.00483852186485,"Y",NA
"Whitney Park","neighborhood",1134,72.5049569736985,"Q2","Overassessed","Overassessed",2,2,307500,0.70214653622422,2.28213837886707,20.7893333083873,1.00018557413697,"Y",NA
"Willow Hill","neighborhood",1135,89.0199968405077,"Q1","Overassessed","Overassessed",7,7,290000,0.702674782608696,9.12332248926456,24.4774814890037,1.01969853459946,NA,NA
"Willow Hill","neighborhood",1136,51.3290705698632,"Q2","Accurate","Accurate",2,2,364500,0.582281092879723,8.05739871889853,8.07101900698475,0.828799484365066,NA,NA
"Willow Hill","neighborhood",1137,68.3356837687954,"Q2","Overassessed","Overassessed",3,3,350000,0.671817647058824,8.32592789947289,22.9651695748387,1.00025904378686,NA,NA
"Willow Hill","neighborhood",1138,74.5309568655916,"Q3","Accurate","Accurate",2,2,380000,0.587876242424242,6.10577901471327,6.17486998803098,1.00080403793324,NA,NA
"Willow Hill","neighborhood",1139,103.587976052326,"Q3","Underassessed","Underassessed",3,3,378000,0.503706849315068,1.89195984186328,12.656747442532,0.999851219319684,NA,NA
"Willow Hill","neighborhood",1140,82.4168338836611,"Q4","Accurate","Accurate",6,6,397500,0.577545806962025,3.13860327048567,3.11834157239785,0.947676642402348,NA,NA
"Willowhaven","neighborhood",1141,77.455902303842,"Q1","Accurate","Accurate",6,6,347500,0.603514658701184,1.82750039008222,4.40641588497966,0.999689786324762,NA,NA
"Willowhaven","neighborhood",1142,62.7596581850974,"Q1","Overassessed","Overassessed",9,9,335000,0.715052631578947,9.08505066341138,25.2123518343002,1.00516301537475,NA,NA
"Willowhaven","neighborhood",1143,65.6585419740566,"Q2","Accurate","Accurate",5,5,422000,0.572616470588235,2.53791460834236,3.11358132417821,0.96623156720983,NA,NA
"Willowhaven","neighborhood",1144,60.7540964300415,"Q2","Overassessed","Overassessed",6,6,4e+05,0.669642352941176,4.03677154765012,17.7475044683662,0.999433464507405,NA,NA
"Willowhaven","neighborhood",1145,83.6832501651655,"Q2","Underassessed","Underassessed",3,3,4e+05,0.4994675,0.872854140204559,13.5702853822257,0.907846047534083,NA,NA
"Willowhaven","neighborhood",1146,63.0387537924658,"Q3","Accurate","Accurate",5,5,465000,0.568535483870968,3.20263285948266,3.57143552433013,0.998559366560555,NA,NA
"Willowhaven","neighborhood",1147,50.2989727304787,"Q3","Overassessed","Overassessed",3,3,475000,0.706370454545455,4.83788308541465,22.7733023481323,0.999195009401933,NA,NA
"Willowhaven","neighborhood",1148,110.455792311691,"Q3","Underassessed","Underassessed",6,6,477000,0.486530597938144,4.52690821073851,17.5923706644841,0.982630867427932,NA,NA
"Willowhaven","neighborhood",1149,66.8643788605739,"Q4","Accurate","Accurate",6,6,530000,0.592953111979167,2.6753154249374,3.36086502173255,0.967399128593875,NA,NA
"Willowhaven","neighborhood",1150,99.540221068861,"Q4","Underassessed","Underassessed",8,8,730750,0.448031277612074,6.88996862935441,22.6246416344229,0.899138250606584,NA,NA
"Windsor Oaks","neighborhood",1151,70.3586545986926,"Q1","Accurate","Accurate",2,2,382500,0.600548699965789,1.64353348091382,3.31159287371576,0.929873388576505,NA,NA
"Windsor Oaks","neighborhood",1152,71.4543776719951,"Q1","Overassessed","Overassessed",5,5,350000,0.674611445783132,5.74029625034621,20.1783437758124,0.98399211818624,NA,NA
"Windsor Oaks","neighborhood",1153,72.1182809242905,"Q2","Accurate","Accurate",4,4,421750,0.554891152257671,3.97159570872686,5.16939267227618,0.999661725382625,NA,NA
"Windsor Oaks","neighborhood",1154,79.7897698883103,"Q2","Underassessed","Underassessed",2,2,440000,0.515994496124031,1.62640698799593,11.2341541798678,0.999630498629912,NA,NA
"Windsor Oaks","neighborhood",1155,74.5179661536029,"Q3","Accurate","Accurate",2,2,462500,0.564141992050503,4.01013280931358,3.89177756542808,1.00065071496152,NA,NA
"Windsor Oaks","neighborhood",1156,97.3252822963863,"Q3","Underassessed","Underassessed",3,3,482000,0.4856,3.15537062126189,17.9761713070035,0.966384905258019,NA,NA
"Windsor Oaks","neighborhood",1157,77.8935493553191,"Q4","Accurate","Accurate",2,2,495500,0.555917767820774,0.829301102804902,4.36620693103422,0.999924690738257,NA,NA
"Windsor Oaks","neighborhood",1158,101.013735524752,"Q4","Underassessed","Underassessed",4,4,535000,0.470815019692087,2.61796139556885,17.6795499200918,1.00162498007299,NA,NA
"Woodcroft","neighborhood",1159,90.9303552370222,"Q1","Accurate","Accurate",7,7,387000,0.592647887323944,2.80010054158315,3.1336885350103,1.00008831824058,NA,NA
"Woodcroft","neighborhood",1160,80.3211965098024,"Q1","Overassessed","Overassessed",20,20,360000,0.698605821689953,9.61019332896923,24.9487239265116,0.997782571474687,NA,NA
"Woodcroft","neighborhood",1161,82.145170263386,"Q2","Accurate","Accurate",8,8,431000,0.603011550387597,4.01388974557012,4.7811818838764,1.00026125535342,NA,NA
