"name_2","N_COUNT","N_MED_ADJ_SALES_PRICE","N_MED_ADJ_SALES_RATIO","N_PERCENT_ASIAN","N_PERCENT_BLACK","N_PERCENT_HISPANIC","N_PERCENT_WHITE","N_MED_SALES_RATIO"
"HARDSCRABBLE PLANTATION",43,613444.613050076,0.576227272727273,0.117508813,2.23266745,0,92.00940071,0.619333928571429
"HARLOWE POINT  KLLB AIV LLC  PL208-108  LENNAR HOMES",50,458500,0.768715552249844,10.56625803,36.31056626,13.25160537,39.87157034,0.762784669956667
"HARRINGTON MEADOWS",36,385367.981790592,0.520505508768332,11.5663933030278,20.9874979747222,4.02879735758333,62.0229800172222,0.564290010074552
"HARRINGTON PINES",36,453861.91198786,0.535250454423951,11.81364393,21.21464226,4.076539101,61.64725458,0.578852363977486
"HARVARD AND MIAMI RES",50,223712.860394537,0.573739469608982,1.44999999966,43.3874130334,36.8183744486,15.470619857,0.619824680271481
"HARVEST OAKS",12,320825,0.563685227419853,1.803278689,56.2295082,22.95081967,16.8852459,0.577777358105349
"HAVENHILL",12,452728.915662651,0.54873045872815,1.085141903,9.18196995,0.667779633,76.79465776,0.577188013196481
"HEATHER RIDGE",18,521005.31107739,0.509293556772203,0,24.79240807,13.04863582,60.26097272,0.557153587056656
"HEATHERWOOD",12,507056.145675266,0.596458292756155,6.588579795,46.41288433,0,46.99853587,0.682268860560966
"HEBRON VILLAGE  BULL CITY NORTH LLC",26,350250,0.748589904046725,2.077431539,60.90651558,16.52502361,13.78659112,0.748589904046725
"HICKORY DOWNS",9,292412.746585736,0.490627118644068,0,25.96491228,26.9005848,44.09356725,0.579829181494662
"HICKORY GLEN",15,282554.21686747,0.565201009251472,2.685421995,72.97527707,12.87297528,8.780903666,0.583166037735849
"HIGHLAND PARK",65,410000,0.681724887878602,0.417469493,54.49582531,28.19524727,15.54271034,0.686214285714286
"HILLSBOROUGH & GATEHILL",39,371000,0.597683235566533,0,6.994047619,18.75,69.64285714,0.63699104477612
"HILLVIEW TERRACE",12,253298.493975904,0.493708308077628,3.60254111066667,78.56845288,6.64072522333333,10.07087443,0.555162546177892
"HOLLYMEADE",10,275797.325493171,0.564873883481574,0,25.13368984,12.70053476,60.42780749,0.578995730568614
"HOLSTON MEADOWS TWNHMS",16,240440.334936103,0.556329934873374,6.607142857,48.48214286,13.125,25.625,0.58833531947652
"HOMES STARTING IN THE 380S --- KB HOMES BUILDER",33,431734.939759036,0.614687694013304,0,1.08401084,28.18428184,48.23848238,0.612826697892272
"HOOVER AND SOUTHERLAND",15,290075,0.477553658536585,0,30.72143597,55.36762168,10.52813255,0.481646666666667
"HOPE CREEK",21,830250,0.587005479452055,8.149171271,8.908839779,0,82.11325967,0.626136774193548
"HOPE VALLEY - NEW",203,467795.180722892,0.547870097560976,7.21569360129064,26.5124829770936,5.3586092149064,58.4478391718227,0.602141176470588
"HOPE VALLEY NORTH",23,398179.059180577,0.474812096793534,0,56.99588477,4.218106996,38.78600823,0.537213953488372
"HOPE VALLEY ON RUGBY RD.",33,1219750,0.533998213414634,3.072870939,0,3.248463565,85.95258999,0.59342
"HORTON HILLS",17,363875,0.509749544892188,6.607142857,48.48214286,13.125,25.625,0.604753125
"HPVL RIDGE TOWNHOMES",10,406937.5,0.587090818115635,14.86199575,3.609341826,2.229299363,71.23142251,0.597460541977584
"HUCKLEBERRY HEIGHTS",49,350000,0.5811114556717,0,9.58087671212245,6.01909906481633,84.1354484434694,0.65755
"HUNINGTON RIDGE",38,627754.172989378,0.562882247205285,20.94517958,7.069943289,1.890359168,65.86011342,0.617778701955121
"HUNTINGTON VALLEY",55,486875,0.832386434244746,0,33.20407174,1.793504605,58.84634028,0.882805383022774
"HUNTLEY",23,523614.457831325,0.607632825203252,11.81364393,21.21464226,4.076539101,61.64725458,0.70108138238573
"I-85 & BROAD NE",78,359676.204819277,0.600159919443359,0.578798814,24.7531241646923,18.2864215866154,50.8723482046154,0.615958865182437
"I40/HWY54/I40 RURAL",9,472837.632776935,0.86855607830552,7.371167645,11.2198304,6.196999348,74.36399217,0.93659649122807
"INNISFREE",8,439021.084337349,0.666373295913423,0,41.46505376,27.62096774,30.91397849,0.693660622710623
"JOYLAND",133,262912.5,0.530636966463415,0.585543141766918,44.6217041189474,38.216231552406,12.2887879661955,0.58365
"KENWOOD RD.",31,404875,0.566547425474255,3.25532336083871,24.449390646129,3.10946589032258,61.6662562225806,0.607464242424242
"KEYSTONE CROSSING",37,362084.337349398,0.553679213789345,34.10672854,30.9579052,1.491547895,31.15677826,0.598769452449568
"KILARNEY DR",8,173456.752655539,0.554072285601888,0,41.45818442,41.02930665,8.43459614,0.633423780779918
"KIRBY ST",9,218998.482549317,0.573120144534779,2.423018677,49.01564866,30.18677436,17.74356386,0.587448148148148
"KNOLLWOOD",8,521144.578313253,0.594465633853997,0,41.46505376,27.62096774,30.91397849,0.643719788702195
"LADSBURRY",15,460394.537177542,0.579438254172015,14.19753086,20.37037037,0.396825397,53.92416226,0.624768374164811
"LAKE PARK",7,410000,0.655524390243903,5.98184549142857,18.7211059285714,2.57462849528571,66.5241934071429,0.6719125
"LAKESHORE",58,527618.75,0.696189836251212,4.281891169,21.67707404,2.943800178,61.46297948,0.809819063922985
"LAKESHORE TOWNHOMES",28,391024.279210926,0.799752691043892,10.24868124,31.98944989,1.620195931,50.03767898,0.9660017977813
"LAKEVIEW",14,319165.402124431,0.532289664440778,5.368289638,21.47315855,2.684144819,69.60049938,0.552787356321839
"LAKEWINDS",5,484096.385542169,0.570091473302571,0,34.18874172,8.443708609,57.36754967,0.660621176470588
"LAKEWOOD",83,380000,0.596937263797553,5.74852715320482,41.5950302048193,15.4527452863614,34.9658250518072,0.680621052631579
"LANDON FARMS",53,319108.43373494,0.49128069450186,0,33.763662794717,33.4597322913208,23.8641950308679,0.557048888888889
"LASSITER ST",11,410622.15477997,0.506515772357724,0,12.40875912,2.773722628,79.27007299,0.576506527415144
"LATTA ROAD",121,383325.301204819,0.568504625735913,0.123064469380165,11.5231306745289,10.6635572752479,67.5327106436364,0.615442857142857
"LATTA WOODS",5,405060.240963855,0.575448912326961,0,33.20407174,1.793504605,58.84634028,0.589835135135135
"LAURAL VILLAGE",5,350000,0.531163763066202,13.48614072,55.97014925,19.29637527,8.475479744,0.544442857142857
"LAUREL GLEN",7,435000,0.532463442636723,0,26.89486553,3.178484108,62.10268949,0.547410869565217
"LEBANON",130,374953.243550835,0.582457927583917,0.829506369323077,23.6683432797846,9.74530609983077,62.0454227978462,0.636821759259259
"LEBANON ACRES",6,227875,0.50713135747895,0,33.06421976,8.69909054666667,52.06940665,0.537309260832625
"LOCHN'ORA",10,566405.120481928,0.583033157785201,10.9975326,12.19598167,0,70.46175538,0.598955898520084
"LOCHSIDE",51,353625,0.560499786050492,2.45981073843137,49.3316680976471,13.4899123730588,28.3809933358823,0.564571134020619
"LYNN HOLLOW",31,334719.271623672,0.525587878787879,0,70.51993942,8.480565371,4.745078243,0.55054
"LYONS FARM/THE OAKS/GRAND",64,622154.779969651,0.585810882500333,9.28358441129688,26.5342547904688,1.55194949267188,57.6767032870313,0.623633548219927
"MADISON GLEN",22,437920.507523265,0.550626289509152,0,33.20407174,1.793504605,58.84634028,0.603878231292517
"MAGNOLIA CREEK",65,356187.5,0.649873170731707,1.245640259,75.08719482,19.03338316,2.939711011,0.684684523809524
"MAGNOLIA CREEK TOWNHOMES",52,302375,0.934454109239748,1.245640259,75.08719482,19.03338316,2.939711011,0.962971204501044
"MAGNOLIA PLACE",33,495235.204855842,0.550997222222222,4.281891169,21.67707404,2.943800178,61.46297948,0.587322645290581
"MAIDA VALE",12,1355250,0.47375734052892,0.61462815,2.274124155,0,87.95328826,0.527479512452512
"MAIN & ELM",14,254420.077883613,0.460302520852153,2.920723227,65.92489569,12.3783032,17.52433936,0.550783585759245
"MANGUM 506",5,373292.867981791,0.664642424242424,3.223443223,9.377289377,6.373626374,74.72527473,0.731106666666667
"MANGUM FLATS CONDOS",25,368012.048192771,0.909188492184174,3.223443223,9.377289377,6.373626374,74.72527473,0.9312
"MARTIN LUTHER KG/HOPE VAL",172,488127.864188164,0.606738036043404,1.22311106693605,16.8254868806628,15.9161700560814,60.670696997907,0.682077908961593
"MARY HILL",28,777178.463855422,0.640566288547799,5.809698079,22.64409881,0,70.3568161,0.695289988306274
"MARYWOOD",5,721204.819277108,0.577754042766455,2.978160159,3.904698875,3.37524818,83.38848445,0.571151773049645
"MCKENZIE PLACE TWNHM",6,309352.409638554,0.536193078599281,3.072870939,0,3.248463565,85.95258999,0.554403229337712
"MEADOWS AT TWIN LAKES",78,417687.5,0.863852098622779,0,30.72143597,55.36762168,10.52813255,0.879171629082819
"MELBERRY PARK TOWNS",54,371887.397846317,0.617434363934927,11.81364393,21.21464226,4.076539101,61.64725458,0.645569862504645
"MERIDAN TOWNHOMES",26,402845.220030349,0.561293970189702,1.861832435,31.50416463,5.634492896,55.41401274,0.595569025641026
"MIAMI & PLEASENT",80,270503.903321937,0.477896833688699,0,17.76788891125,67.8235256271,13.821788399025,0.481127754990429
"MIAMI AND 70 RESIDENTIAL",87,301325.301204819,0.524538365618383,3.3343714927931,28.6733864954023,8.07957143041379,53.5240517017241,0.541748
"MILAN WOODS",37,312943.854324734,0.520825515947467,0,43.16877153,22.96211251,29.04707233,0.561485809682805
"MOREHEAD",6,183535.660091047,0.664546814269694,0,26.24179944,28.39737582,28.49109653,0.812886666666667
"MORNINGSIDE",6,1153000,0.451733532934132,0,25.96491228,26.9005848,44.09356725,0.451733532934132
"MSY CHAPEL/751",6,526825.301204819,0.590415016013797,15.4331309533333,7.77548942366667,1.67411674,69.6789490666667,0.630488599695586
"MUIRFIELD VLG TWNHMS",17,335175,0.555192660550459,0.958627649,42.83551968,18.56710394,36.02421796,0.585066864784547
"N FREEMAN W FLETCHERS",48,261305.007587253,0.517652922330449,0.13083297,56.6283311158333,10.0716902463333,25.5054602039583,0.585425630252101
"NE ROXBORO & I-85",275,354628.224582701,0.578003238704518,1.89362985557818,29.3347333398291,8.03691109162546,55.6808026757454,0.628065445026178
"NEW SUBDIVISION",92,490024.096385542,0.67060829368821,12.37263464,35.95342067,6.877729258,41.81222707,0.662528675691967
"NICHOLS FARM",77,522750,0.787336017049491,10.56910569,26.59698026,2.113821138,57.97909408,0.81627652733119
"NORTH DURHAM UTILITIES",5,232685.887708649,0.573820231707317,0,26.38504155,51.10803324,21.32963989,0.588142857142857
"NORTH FORK",8,464677.541729894,0.654124133889988,0,2.479338843,0,91.94214876,0.710445281231498
"NORTH I40 RURAL",13,393201.820940819,0.665976291047827,0.446899852230769,25.70946509,24.8313090461538,46.1138171615385,0.684658227848101
"NORTHERN HS CITY",42,367413.505311077,0.55713100737241,0.417101147,46.3836333671429,0.0821676985476191,45.5560556097619,0.629390416143748
"NORTHERN HS RESIDENTIAL",56,342267.564491654,0.599158136782897,9.936305732,20,0,70.06369427,0.643632251082251
"OAK FOREST",7,336500,0.588845544501498,0.117508813,2.23266745,0,92.00940071,0.632770909090909
"OAKHAURST/LAKEHURST",27,659484.06676783,0.558106086956522,4.08711604274074,48.3003764025926,1.49263536566667,40.1328582651852,0.607468120805369
"OLD EAST DURHAM",349,281875,0.546533728222997,1.7683499609341,33.4925500024012,37.6331043353868,24.5508129266189,0.609784126984127
"OLD FARM",52,321337.5,0.539956132425375,2.81112199880769,58.6072168284615,23.8426183667692,12.8902665791154,0.592520206628203
"OLD N DURHAM",122,595523.520485584,0.604753373650312,1.66505411793443,24.4624657888279,23.5143657987131,46.9912272785246,0.670990730050934
"OLD OXFORD AND DEARBORN",76,256762.5,0.53627368191691,0.126198216263158,65.4772486255263,23.2870652531579,2.24804308805263,0.562474857142857
"OLD W DURHAM",76,539835.457154871,0.598452574445636,11.5418740423684,5.59584839115789,9.44020691818421,64.2699464426316,0.67393137254902
"ONE CITY CENTER CONDOS",68,802463.855421687,0.987873655761586,3.223443223,9.377289377,6.373626374,74.72527473,0.975971563523495
"ORCHARD LAKE",14,414062.745671609,0.506207259087003,0.417469493,54.49582531,28.19524727,15.54271034,0.526067496476523
"ORCHARD PARK",5,1119878.60394537,0.839080233062331,3.357314149,10.6314948,5.355715428,78.25739408,1.04407555555556
"ORCHARD RIDGE",14,473000,0.558295006715712,10.56625803,36.31056626,13.25160537,39.87157034,0.628709253246753
"ORCHARD RIDGE TOWNS",13,333474.962063733,0.608217391304348,10.56625803,36.31056626,13.25160537,39.87157034,0.612889552238806
"OXFORD COMMONS RESIDENTAL",8,257261.001517451,0.563402041568755,3.75288683625,44.86720554375,30.7210903975,13.179767404625,0.629418525345622
"PAGE SQUARE TOWNES",61,394112.5,0.705750624343564,8.79062228508197,39.7260624547541,2.45227104222951,44.2824154719672,0.811782035928144
"PAGEHURST",34,372000,0.549622104381276,3.91861341529412,39.8171047723529,4.453919068,43.7662128844118,0.587935135135135
"PAGEHURST TWNS",15,319787.556904401,0.541752613240418,0,44.66279589,6.208128629,39.88387673,0.546160377358491
"PANTHER CREEK",29,358750,0.517098957773719,0,0,6.003430532,93.99656947,0.558224489795918
"PARK PLACE",14,130255.271084337,0.470156104605089,0,15.98101266,67.7742616,14.50421941,0.481910007220217
"PARK PLACE VILLAGE",15,261305.007587253,0.479671918843082,0,23.2528695613333,59.8684354361333,13.2030005877333,0.524136
"PARKSIDE",15,515000,0.544984466019418,1.809210526,12.17105263,3.536184211,67.26973684,0.604995652173913
"PARKWOOD RIDGE",43,255083.459787557,0.543203638544582,6.38956417627907,32.2960467181395,9.0662143127907,48.8134550311628,0.610593301435407
"PARTNERS PLACE",9,330000,0.529490909090909,10.77981651,42.66055046,17.66055046,27.06422018,0.557841935483871
"PATTERSON PARK",10,446264.87741558,0.620197909407666,0,25.96491228,26.9005848,44.09356725,0.665660743321719
"PEBBLE CREEK",16,422562.5,0.503729132791328,6.420545746,3.531300161,0,85.71428571,0.516322361111111
"PENRITH WEST AND OTHERS",109,388475,0.54312131664776,2.81709184763303,53.8720315342202,12.2152942922385,29.6705544755046,0.60805
"PEPPERTREE",19,218998.482549317,0.383104192424413,1.007751938,59.45736434,16.97674419,21.62790698,0.3993125
"PICKETT CROSSING",5,462361.445783133,0.603444233449477,8.149171271,8.908839779,0,82.11325967,0.596928421052632
"PICKETT EST",8,937500,0.290490811965812,5.809698079,22.64409881,0,70.3568161,0.290490811965812
"PICKETT PARK",12,348632.530120482,0.595834176488894,14.40329218,1.783264746,3.223593964,76.54320988,0.618111111111111
"PLACID VALLEY",15,615000,0.53910406504065,0,0,9.262166405,62.95133438,0.571716981132075
"POLARIS DR",5,338250,0.535862051649928,0,2.479338843,0,91.94214876,0.545427272727273
"POPE'S CROSSING",14,404700.303490137,0.53132400362145,7.371167645,11.2198304,6.196999348,74.36399217,0.581195607043559
"POPE'S CROSSING TOWNHOMES",40,333032.379518072,0.623916319601566,10.07462687,2.686567164,0,87.23880597,0.666909769941732
"PRESCOTT PLC/ENCLAVE FARM",12,721312.5,0.552374957880069,0,25.96491228,26.9005848,44.09356725,0.603299235598963
"PRESIDENTIAL",114,274059.180576631,0.523160800908693,0.587634133842105,65.1455473161404,17.5176233270702,14.1412160809298,0.554366739087498
"PROP-OLIVE BRANCH WEST PL000205-000129",20,491250,0.257219740895602,10.56910569,26.59698026,2.113821138,57.97909408,0.257219740895602
"PROVIDENCE AT SOUTHPOINT",70,446900,0.812532119364376,16.81547619,24.35515873,28.67063492,30.15873016,0.809050474762619
"PROVIDENCE RIDGE",10,531360.617469879,0.538734091864412,2.52293578,42.35474006,16.13149847,36.16207951,0.556941831775701
"PVLN E LOFTS",8,385735.963581184,0.62982398163723,35.95419847,10.15267176,10.61068702,41.3740458,0.745228849590469
"RANDOLPH HOUSE",27,413732.928679818,0.786566024598708,5.20867504188889,8.51492123925926,3.34959086922222,65.8361646940741,0.840163888888889
"RAVENSTON",73,471500,0.558936170731707,3.235470342,46.97423607,5.512282804,42.84002397,0.595572025052192
"RAWDON DRIVE",5,261927.162367223,0.523794473089624,2.32172471,64.59369818,7.711442786,11.35986733,0.544420634920635
"RED MOUNTAIN",12,489114.757207891,0.635490784500053,0,34.18874172,8.443708609,57.36754967,0.659798120300752
"REDGATE",17,299812.5,0.569547763477635,1.166827387,42.0241568329412,38.7708579982353,16.0448836094118,0.608173207036536
"REGENCY BLUFFS",25,643308.042488619,0.557213093709885,3.51126616552,35.16839522792,3.4252681238,49.5389690724,0.580637209302326
"RES SOUTH OF NCCU",77,236418.816388467,0.586082511676181,5.93664649597403,54.5330162112987,11.6428307353896,23.203411789039,0.603381322957198
"RESIDENTIAL",963,512500,0.59131472868217,9.0523188852056,22.9699130102482,5.11293821579232,58.0641190712991,0.627324210526316
"REVERE CT TWNHMS",6,230654.02124431,0.597151063634697,4.80349345,35.80786026,0,57.31441048,0.630512476190476
"REYNOLDS AVE",14,385735.963581184,0.59688851940133,0,27.13833157,1.16156283,70.64413939,0.615204141865079
"RIDGEWOOD/RIDGEFIELD",83,358750,0.503926829268293,0.69777584,69.29786306,11.25163541,10.29219363,0.52864347826087
"RIVER OAKS",18,239529.590288316,0.587280658650059,0,61.07544141,3.451043339,28.81219904,0.682686990154712
"ROCKY RIDGE",21,740963.855421687,0.569278780487805,2.490421456,15.90038314,2.011494253,62.2605364,0.569652173913043
"ROLLINGWOOD",8,435250.489057901,0.553537638580931,12.155584526,26.07789913,1.129943503,57.70434807,0.570507361111111
"ROSEBRIAR",8,332915.02276176,0.581143863724352,0,47.63979666,13.7254902,37.69063181,0.636733679558011
"ROSELAND AVE",26,654090.434575937,0.583353968004196,6.64804577984615,11.1433354115385,0.834144347615385,68.3698614123077,0.656763763594224
"ROUGEMONT",43,391957.51138088,0.631450021394951,0.239451438488372,24.5910932008837,5.69459417816279,68.0203988395349,0.692273830155979
"ROUGEMONT SOUTH",10,460751.138088012,0.588590288046561,0,10.3759686764,4.432624114,79.768271314,0.609890508788159
"ROWENA EIGHT",8,377710.843373494,0.739654138504528,0,17.02786378,73.06501548,9.907120743,0.755504957028852
"ROXBORO STADIUM DUKE HUMS",168,335409.638554217,0.53384547363965,1.40737268125595,34.3803932069643,21.2599957328571,39.8015686538571,0.561921501072784
"ROYAL TROON",14,564005.795564656,0.605308440651834,0,24.72783826,17.41835148,55.98755832,0.724506031746032
"RUSTIC OAKS",59,495235.204855842,0.565084537058963,21.79824561,39.69298246,0,37.93859649,0.583921800947867
"S DUKE ST",43,390713.201820941,0.774066871264739,2.336448598,32.57676903,6.608811749,56.00801068,0.919187692307692
"SAGEWOOD",25,484658.573596358,0.687058491117534,10.56910569,26.59698026,2.113821138,57.97909408,0.846895640686922
"SCARESDALE",22,354674.886191199,0.542866931361566,1.077996195,21.68674699,36.08116677,41.15409004,0.585142374727669
"SEDGEWOOD",23,484096.385542169,0.5447131242741,16.81547619,24.35515873,28.67063492,30.15873016,0.562057761732852
"SEDGEWOOD TOWNHOMES",16,344427.219271624,0.546396780694771,10.19855596,39.07942238,24.68411552,24.81949458,0.598521060606061
"SETTLERS MILL",30,493251.138088012,0.547455585699173,8.01618270766667,33.529854836,1.17012111626667,53.879063546,0.604125076551168
"SEVEN OAKS TOWNS",12,182187.5,0.432474048144023,0,61.93181818,5.113636364,27.61363636,0.473092218693285
"SHEPARD'S SQUARE",42,337207.890743551,0.710429821022247,21.79824561,39.69298246,0,37.93859649,0.85719186625778
"SHERIDAN DR",5,630375,0.650550862581797,0,56.99588477,4.218106996,38.78600823,0.677854545454545
"SHERRON PLACE TOWNHOMES - MI HOMES",48,376198.795180723,0.659364186065397,10.56625803,36.31056626,13.25160537,39.87157034,0.651420039245332
"SINGLE FAMILY AND TOWNHOME SUBDIVISION",26,351750,0.3498442214445,10.56910569,26.59698026,2.113821138,57.97909408,0.3498442214445
"SNOWHILL PRESSURE",10,428664.64339909,0.578059407460882,5.836065574,5.31147541,13.7704918,65.37704918,0.621793041794865
"SNOWHILL RD.",50,334544.290591806,0.52866789919439,7.17348702664,15.2351992348,5.783606556,66.7681379598,0.571950461538462
"SOLTERRA",8,666638.846737481,0.573654075759825,10.9975326,12.19598167,0,70.46175538,0.570243353617309
"SOUTH POINT TRAILS",39,535562.5,0.616745365853659,20.94517958,7.069943289,1.890359168,65.86011342,0.666028340080972
"SOUTHAMPTON",10,706533.13253012,0.567569127660043,9.922113105,19.77649848,1.896376566,62.71588215,0.637456124342716
"SOUTHEAST PARK",19,590000,0.566108039747064,2.423018677,49.01564866,30.18677436,17.74356386,0.604999014778325
"SOUTHERN POINTE",63,386000,0.524240932642487,2.423018677,49.01564866,30.18677436,17.74356386,0.547393617021277
"SOUTHPOINT LANDING",31,656987.951807229,0.61620597206522,8.610086101,21.52521525,0,68.94218942,0.692251063829787
"SOUTHPOINT STATION",10,395180.722891566,0.78545311998302,6.272273699,40.62722737,12.40199572,27.44119743,0.7888325
"SOUTHPOINT TERRACE PHS 1",19,442352.048558422,0.63784578313253,12.67710664,8.128262491,1.565995526,71.58836689,0.690145
"SOUTHPOINT TOWNES",38,383500.094840668,0.640175672950332,3.147208122,26.1928934,0,58.07106599,0.668176052409295
"SOUTHSIDE",67,399750,0.640586641160529,1.04534089297015,50.8952434861194,19.6578958884627,20.1009872491045,0.673479487179487
"SOUTHSIDE NEW CONSTR",45,388475,0.600741001283697,5.7181328542,43.924259374,16.825593378,27.823942334,0.654624
"SPARGER SPRINGS",32,251639.120975556,0.535290255307687,0,6.848112379,3.511852502,84.98683055,0.554393103448276
"SPRING VALLEY",48,389854.928058212,0.622500648328787,2.28288633466667,15.14602724325,2.13652410708333,64.1543942458333,0.67460051908397
"SPRUNT & MOUNTAINVIEW",8,462214.339908953,0.534593101613833,2.624671916,2.755905512,5.774278215,82.80839895,0.580493900591106
"STANLEY ROAD",7,256762.5,0.612439024390244,2.077431539,60.90651558,16.52502361,13.78659112,0.62775
"STARLING WOODS",35,871250,0.660888938738886,10.9975326,12.19598167,0,70.46175538,0.658720151610866
"STEPHENS WOODS",13,461250,0.554770786516854,0.385016443384615,46.3509665538462,0,45.6667602438461,0.569993333333333
"STILLWOOD",14,355664.11229135,0.522162957552487,0,62.63676149,23.14004376,14.22319475,0.627668529847979
"STIRRUP CREEK",15,381812.5,0.503422764227642,10.24868124,31.98944989,1.620195931,50.03767898,0.516008333333333
"STONE BRIDGE",24,453674.515969797,0.555022766189689,1.963439404,39.47190251,3.588354773,46.58090724,0.614709070294785
"STONEGATE",7,686858.877086495,0.568596928635953,10.9975326,12.19598167,0,70.46175538,0.582811851851852
"STONEHILL",71,315000,0.521948553054662,0,57.3774212867606,18.1304234466197,20.7032726342253,0.547774919614148
"STONEWALL VILLAGE",39,223975.720789074,0.571539627371274,0,25.13368984,12.70053476,60.42780749,0.605252955082742
"STRATFORD",48,328987.951807229,0.564573247259038,0.417469493,54.49582531,28.19524727,15.54271034,0.598931152073733
"STRATTON PARK",16,262036.039453718,0.521825978589884,1.660735469,68.56465006,26.09727165,3.677342823,0.587777369614512
"SUMMER MEADOW",30,358050.075872534,0.543240969812193,2.077431539,60.90651558,16.52502361,13.78659112,0.571479803312629
"SUMMER MEADOW TOWNS",18,277937.5,0.509443229002616,2.077431539,60.90651558,16.52502361,13.78659112,0.522947481773546
"SUN RIDGE POINTE",18,208210.843373494,0.439400859877778,6.597845601,43.85098743,15.66427289,29.08438061,0.477082860520095
"SWANNS MILL",43,379250,0.494323824673029,3.907563025,82.10084034,4.663865546,9.327731092,0.541298196948682
"SWANNS MILL TOWNS",30,281319.277108434,0.493265194805195,3.907563025,82.10084034,4.663865546,9.327731092,0.567719583333333
"SYKES PROPERTY",80,661893.75,0.761594855719684,11.81364393,21.21464226,4.076539101,61.64725458,0.770825155724673
"TANGLEWOOD",19,307500,0.544572966799902,0.958627649,42.83551968,18.56710394,36.02421796,0.610613333333333
"TAYLOR ESTATES",38,308556.885432473,0.561577662194334,0,21.01865136,0,72.30989957,0.565096794871795
"TERRACES AT MOREHEAD HILL",13,978072.289156626,0.579351860064055,2.336448598,32.57676903,6.608811749,56.00801068,0.594469279661017
"THAXTON",32,335320.812841655,0.547277548195883,14.86199575,3.609341826,2.229299363,71.23142251,0.601402787493313
"THE BARTLETT CONDOS",9,745903.614457831,0.80006243902439,5.31358885,8.536585366,3.135888502,65.67944251,0.817102173913044
"THE BRANNAN",6,722093.076402728,0.694863152868531,3.223443223,9.377289377,6.373626374,74.72527473,0.777305521036748
"THE GROVE TWNHMS",13,690850,0.784353392796064,2.336448598,32.57676903,6.608811749,56.00801068,0.930973293768546
"THE HILLS AT SOUTHPOINT",43,838450,0.614473705124692,9.922113105,19.77649848,1.896376566,62.71588215,0.680078125
"THE POINT AT STRATFORD",7,401911.987860395,0.841347204161248,0.417469493,54.49582531,28.19524727,15.54271034,0.98483064516129
"THE RESERVE",9,675000,0.538959715716362,20.94517958,7.069943289,1.890359168,65.86011342,0.547764790764791
"THE TOWNS",25,371000,0.660419017798286,11.81364393,21.21464226,4.076539101,61.64725458,0.66545641025641
"THE VALLEY",14,754457.51138088,0.520496652713689,4.024496938,14.17322835,10.93613298,69.37882765,0.573496375661376
"THE VILLAGE TOWNS",59,321084.337349398,0.57731429174484,1.245640259,75.08719482,19.03338316,2.939711011,0.622494736842105
"THE VILLAGES",5,427420.33383915,0.468505066666667,1.245640259,75.08719482,19.03338316,2.939711011,0.582965333333333
"THOMPSON RIDGE",79,394192.771084337,0.630934426441438,5.090595341,10.00862813,5.522001726,77.82571182,0.686284705882353
"TIMBERLEAF",26,401948.192771084,0.600145057072217,0,1.08401084,28.18428184,48.23848238,0.615148683499023
"TOWNES AT COURTNEY CREEK",172,385400,0.646534290064997,2.423018677,49.01564866,30.18677436,17.74356386,0.651116746010588
"TOWNHOME COMMUNITY",90,404750,0.749996270102693,2.912621359,13.03744799,2.357836338,75.17337032,0.747984724938837
"TOWNHOMES",361,339787.5,0.551329152148664,9.08179552242936,17.4295953829889,6.29686904525763,64.9807968241828,0.598109090909091
"TOWNHOUSE",17,424819.277108434,0.62990756097561,12.4201278,41.33386581,7.068690096,34.94408946,0.63720243902439
"TRENTON",9,805000,0.625847588237432,0,25.96491228,26.9005848,44.09356725,0.72345035971223
"TREYBURN",96,678312.5,0.646896032713899,0.790300546479167,13.1869088127083,6.89976519066667,77.0415780142708,0.721236760144466
"TREYBURN CC VIL TWNHMS",5,660000,0.707578787878788,0,14.42041043,5.823627288,78.86855241,0.707578787878788
"TREYBURN I8 TWNHMS",8,511411.229135053,0.619326601232952,0,14.42041043,5.823627288,78.86855241,0.664105989336493
"TREYBURN LOBLOLLY",35,492000,0.600699873142009,0,14.42041043,5.823627288,78.86855241,0.639418319169027
"TRILOGY AT BRIER CREEK",43,467860.394537178,0.519215652439024,7.96812749,44.09030544,2.921646746,41.03585657,0.575125842696629
"TRINITY HEIGHTS",21,845625,0.601532036391793,0.616740088,0.176211454,8.986784141,72.95154185,0.636390804597701
"TRINITY PARK",141,684370.257966616,0.6014521894639,2.84470120915603,6.37649804643972,15.0810959460709,69.1781949385816,0.6678
"TRINITY PLACE TWNHMS/LOFT",8,582959.028831563,0.680712011914128,3.223443223,9.377289377,6.373626374,74.72527473,0.771702359132565
"TRIPLE CROWN - WAKE FOREST HWY - AG EHC (LEN) MULTI STATE 2 LLC",28,459500,0.466754411917764,0,0,7.530647986,92.46935201,0.466754411917764
"TRIPLE CROWN - WAKE FOREST HWY - AG EHC (LEN) MULTI STATE 2 LLC - TOWNHOMES",25,354000,0.513168316831683,0,0,7.530647986,92.46935201,0.513168316831683
"TROTTER RIDGE",16,482169.95447648,0.574021624607256,5.809698079,22.64409881,0,70.3568161,0.668408392181589
"TURNAGE HEIGHTS",26,369132.207890744,0.55941294700165,10.0533548796923,39.3072464330769,15.2383833784615,32.1446869753846,0.579568570448504
